vendor_name,claims,amount,report_month,report_year,schedule,source_pdf
98 CONNECTION HEALTH SERVICES LIMITED,,16800.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
99 CONNECTION HEALTH SERVICES LIMITED - MALABA TOWN,,20160.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
100 CONSOLATA HOSPITAL KYENI,,313600.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
Page 2 of,,13.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
101 CONSOLATA HOSPITAL MATHARI,,125440.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
102 CONSOLATA HOSPITAL NKUBU,,411600.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
103 COUNTY MEDICAL CENTRE EMBU LTD,,110880.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
104 CRESCENT COMMUNITY HOSPITAL LIMITED,,10080.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
105 CROWN SPECIALIST CENTRE,,218400.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
106 DADAAB MEDICAL CENTRE LIMITED,,47040.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
107 DEANESH HOSPITAL LTD,,116480.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
108 DIANI BEACH HOSPITAL,,29660.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
109 DIANI BEACH HOSPITAL LIMITED-SHIKA ADABU,,104160.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
110 DILMANYALEY HEALTH CENTRE,,10000.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
111 DIVINE MERCY ALUOR HEALTH CENTRE,,14480.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
112 DOPHIL NURSING & MATERNITY HOME NOMIYA FAITH BASED,,544320.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
113 DORAN LIFE CARE CENTRE,,127680.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
114 DURO MODERN HOSPITAL LIMITED,,1108800.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
115 DWELE HEALTH CENTRE,,56000.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
116 DZITSONI MEDICAL CLINIC,,38080.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
117 EAGLE HEALTH AND CLINIC SERVICES,,708960.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
118 EAGLE HEALTH AND CLINIC SERVICES RIRUTA BRANCH,,1104320.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
119 EASTGATE MEDICAL CENTRE,,6720.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
120 EASTVALLEY NURSING HOME,,12240.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
121 EKALAKALA HEALTH CENTRE,,13440.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
122 EKALAKALA NURSING HOME LIMITED,,277760.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
123 EKAMBULI HEALTH CENTRE,,47040.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
124 EL-MAKKAH COMPREHENSIVE CARE,,4480.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
125 ELBI HEALTHCARE LIMITED,,40320.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
126 ELDORET HOSPITAL,,89600.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
127 ELGON VIEW HOSPITAL LIMITED,,10080.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
128 ELIMAT GROUP NURSING HOME(BUKHAKUNGA) LIMITED,,611520.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
129 ELSHAREEFA NURSING HOME,,33600.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
130 EMBU CHILDREN HOSPITAL,,889840.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
131 EMBU CHILDREN\'S CLINIC,,26880.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
132 EMBU COUNTY REFERRAL HOSPITAL,,2504880.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
133 EMMANUEL COMMUNITY HOSPITAL LIMITED,,297200.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
134 ENOCKHAN HOSPITAL LTD,,168000.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
135 ESERIAN FAMILY HOSPITAL,,20160.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
136 ESHIBINGA HEALTH CENTRE,,67200.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
137 ESTEEMED KUTUS MODERN HOSPITAL,,127680.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
138 EURAKA MEDICAL CENTRE,,6720.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
139 EUROCITY MEDICAL CENTRE,,238400.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
140 EVANS SUNRISE MEDICAL CENTRE,,26880.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
141 FAIRVIEW MEDICAL CENTRE,,13440.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
142 FAIRVIEW NURSING HOME,,6720.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
143 FAMILIA BORA MEDICAL CENTRE,,73920.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
144 FINE-HEALTH MEDICAL CENTRE AND MATERNITY,,31360.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
145 FIRST CHOICE HOSPITAL LTD,,2602200.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
146 FIRST COMMUNITY HOSPITAL MLOLONGO,,26880.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
147 FLAMINGO MEDICAL CENTRE,,638400.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
148 FOUNTAIN HEALTHCARE LIMITED,,3920.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
149 FOUNTAIN HEALTHCARE LTD BUNGOMA,,151200.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
150 FREVANE HOSPITAL,,120960.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
Page 3 of,,13.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
151 FRIENDS LUGULU HOSPITAL,,241360.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
152 FURAHA MEDICAL CARE,,97440.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
153 GACAL BUDGET HOSPITAL,,188160.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
154 GALAXY HOSPITAL LIMITED,,573940.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
155 GALILEE HOSPITAL KITALE LIMITED,,420000.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
156 GARISSA COUNTY REFERRAL HOSPITAL,,78400.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
157 GARISSA DOCTORS PLAZA,,255360.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
158 GENERATION AND VISIONARY MEDICAL CENTRE,,138880.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
159 GERTRUDES GARDEN CHILDREN'S HOSPITAL,,7965440.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
160 GIFTED MINDS MEDICAL CENTRE,,280000.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
161 GILGIL SUB-COUNTY HOSPITAL,,470400.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
162 GINGER HOSPITAL LIMITED,,120960.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
163 GITHUNGURI HEALTH CENTRE,,40000.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
164 GOLGOTHA MEDICAL CENTRE,,64960.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
165 GOODWILL COTTAGE HOSPITAL,,137760.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
166 GOT-ADE NURSING HOME LIMITED,,70560.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
167 GRACE PARK MEDICAL CENTRE,,772800.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
168 GRAND ROYALCARE MEDICAL CLINIC LIMITED,,124320.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
169 GRANTON & DOLLY NURSING HOME LIMITED,,60480.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
170 GUDA NURSING HOME,,89600.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
171 GURU NANAK RAMGARHIA HOSPITAL,,403200.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
172 GYNOCARE WOMENS AND FISTULA HOSPITAL LTD,,13440.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
173 HABIB NURSING HOME,,163520.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
174 HADADO MATERNITY AND NURSING HOME LIMITED,,49280.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
175 HAPSA MEDICAL CENTRE,,56000.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
176 HAVANA HOSPITAL LIMITED,,80640.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
177 HAWI FAMILY HOSPITAL,,928000.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
178 HEALTH WAVE MEDICAL SERVICES LIMITED-HOSPITAL,,13440.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
179 HEALTHPACT HOSPITAL,,114240.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
180 HEALTHWIZ MEDICAL CENTRE,,11200.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
181 HELFEN MEDICAL CENTRE,,15680.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
182 HELMI JONAS HEALTH CENTRE URADI,,208240.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
183 HEMA HOSPITAL,,100800.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
184 HENRY MADUMA COMMUNITY MEDICAL CENTER LIMITED,,694400.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
185 HIGHGATE HEALTHCARE LIMITED,,4480.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
186 HILL WOOD HEALTH CARE LIMITED,,168000.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
187 HILLVIEW NURSING HOME TAKABA LIMITED,,165760.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
188 HODHAN MEDICAL CLINIC AND EYE CARE LTD,,13440.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
189 HOLO KADAWA COMMUNITY CLINIC,,203840.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
190 HOLSOMS NURSING HOME,,263200.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
191 HOMEPEARL MEDICAL CLINIC,,660800.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
192 HOPE FOR WIDOWS AND CHILDREN FOUNDATION NURSING HOME,,103040.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
193 HOPE HARTSHILL CLINIC,,810880.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
194 HOPE MATTERS INTERNATIONAL-VILLAGE OF HOPE HOSPITAL,,213920.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
195 HOPECARE HOSPITAL LIMITED,,4480.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
196 HOUSE OF HOPE MEDICAL CENTRE,,400960.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
197 HUNTER MEDICAL CENTRE RUNYENJES,,114240.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
198 HURUMA HOSPITAL- MATHARE NORTH ANNEX,,416640.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
199 HURUMA MATERNITY & NURSING HOME,,635040.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
200 IBNU SINA NURSING HOME AND PHARMACY LIMITED,,6720.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
Page 4 of,,13.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
201 ICF NURSING HOME,,138880.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
202 IKEREGE LIFECARE MEDICAL CENTER LTD,,2430400.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
203 IMANI MEDICAL CENTRE KATULANI,,13440.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
204 IMARA HOSPITAL EMBU,,211680.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
205 INTERAIL COMMUNITY HEALTH SERVICES LTD,,439040.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
206 ISEGERE TOTO CLINIC,,94080.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
207 ITARC KENYA LIMITED,,194880.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
208 ITHANGA HEALTH CENTRE,,50000.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
209 IVORY HEALTH SOLUTIONS LIMITED GITHUNGURI,,49280.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
210 JAMII MEDICAL CENTRE - EMBAKASI,,183680.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
211 JAMII WELLNESS HOSPITAL,,147840.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
212 JARAMOGI OGINGA ODINGA TEACHING AND REFERRAL HOSPITAL,,5013120.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
213 JEMINDAS NURSING HOME LIMITED,,105280.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
